Vehicle_ID,Timestamp,Acceleration_ms2,Battery_State_%,Slope_%,Temperature_C,Distance_Travelled_km,Energy_Consumption_kWh
1102,2024-01-01 00:00:00,-2.7738156574639765,30.41514793606419,6.879445723818213,0.741770214307623,20.757508428820994,12.054316837893046
1435,2024-01-01 00:01:00,-0.7969822458298639,97.3855337784473,-3.007212319399515,-3.4955161540777215,0.6429176296592819,4.48870104769729
1860,2024-01-01 00:02:00,0.25379985372647473,84.9126002160525,0.029584526251101195,9.248274673124497,40.84282360003485,11.70137693672586
1270,2024-01-01 00:03:00,-2.1113952082372354,28.777904099769607,8.27194304566259,2.8684089901268166,5.305228735924097,7.389265564508191
1106,2024-01-01 00:04:00,1.477882875414461,29.740159811814273,2.7768144260838143,16.75024402320902,5.825925674399545,6.761205202007953
1071,2024-01-01 00:05:00,-2.9498717749671686,67.55790839300951,1.0192223120085853,1.6298736724197376,2.5100910607799958,4.31906050402437
1700,2024-01-01 00:06:00,-1.988405709395779,47.591133933854664,8.582446483762626,1.2067481426024083,10.101039527342744,9.28572513709307
1020,2024-01-01 00:07:00,0.4847809791208544,22.792468725848742,-3.5998321328440785,34.464054284673225,8.923132449569461,10.154375379907354
1614,2024-01-01 00:08:00,1.2863253722237538,63.33132062664425,2.0968417435338456,36.4582615596884,17.458505220815894,8.734982030592302
1121,2024-01-01 00:09:00,2.499858616163497,51.02760797486775,4.785611469630284,38.38972938645595,32.997592673126384,9.139607590819022
1466,2024-01-01 00:10:00,1.2329799116077433,28.086119389739412,4.128121585225188,25.622609929326035,2.809281958661103,9.3552963469904
1214,2024-01-01 00:11:00,1.0306756215291957,84.15363138047861,-1.035853183866628,29.69574271581412,43.02776043272184,6.935742891556282
1330,2024-01-01 00:12:00,-0.6339531218960142,93.20614122230448,3.4496935680150465,32.61031398591831,16.39627290629214,9.893371837354755
1458,2024-01-01 00:13:00,-2.9922934468391915,80.5275147211304,5.628426464289726,24.651492660429902,30.369705820489063,8.731184312327246
1087,2024-01-01 00:14:00,-2.2790444475862683,85.79378480130218,3.7732811099004753,9.860939711613812,0.6990550993166389,7.207605094790329
1372,2024-01-01 00:15:00,0.20732726853623484,37.31924538128939,5.266933389659835,2.037414929508585,18.353814961911517,7.948397965703622
1099,2024-01-01 00:16:00,1.0507793150665181,41.08583607348808,-1.1588189091681436,5.677298822116754,0.2023405040778794,8.19924324438179
1871,2024-01-01 00:17:00,-0.4953102966212253,36.68220322393502,7.492734254076739,32.81863231322332,8.35636785150311,4.3719906939719575
1663,2024-01-01 00:18:00,1.3840740691703415,81.20507450924512,1.7453430547745477,26.324375722907856,22.447736480518792,8.607421884772135
1130,2024-01-01 00:19:00,0.13117377199307256,95.83336631475976,9.80835766156853,15.51080935867682,26.800862355292516,7.185772096022532
1661,2024-01-01 00:20:00,-2.554942826434127,77.34697653871221,-4.650720189995937,-3.676771526879628,7.731137126095147,8.010846035355843
1308,2024-01-01 00:21:00,-1.847902494192307,90.51734119036448,0.7047305687146501,6.97919666952474,37.28629225302105,10.104175318328322
1769,2024-01-01 00:22:00,2.0399893394636575,71.0959275906538,-2.2928742154233372,27.80038719065937,9.531282909478167,9.575673650868707
1343,2024-01-01 00:23:00,1.3494764797466372,51.01279204470393,3.3341429049108005,18.057425579276032,5.880670098637158,7.300779003444786
1491,2024-01-01 00:24:00,2.3685719220749704,54.06092919442442,-1.3519235843958093,14.598962251710251,16.7378831867826,8.552035881601197
1413,2024-01-01 00:25:00,-2.2946565052743804,26.025714573392385,6.062169198512226,9.11557303509585,27.616290316681567,6.100899914978993
1805,2024-01-01 00:26:00,2.941335207690443,22.516575619682087,8.227987935062782,22.311932375966077,49.446200639345435,12.824051271009102
1385,2024-01-01 00:27:00,-1.7435597163003984,75.6380483351262,-1.8367346962683366,38.48734234172601,20.993914908793997,6.626022635287848
1191,2024-01-01 00:28:00,-2.929320742280148,55.07431136089445,-2.589835725473024,35.550563948387776,21.35722122038133,8.658945042212396
1955,2024-01-01 00:29:00,2.984537634321325,64.17720544437036,8.130357785927178,-3.627592786207309,3.060740158814432,6.282458616675993
1276,2024-01-01 00:30:00,-1.3135566873293212,64.6128998097933,0.4190787263275846,16.64292201625506,38.31440169064924,6.920138536434345
1160,2024-01-01 00:31:00,1.0081167150753592,42.19006506666411,1.5187545243854492,9.826118412112645,9.170971792866062,8.303310681306469
1459,2024-01-01 00:32:00,-1.9399061149421688,58.071400866359255,-1.6854574633469657,17.977209805291043,37.26569787081437,7.284021894666983
1313,2024-01-01 00:33:00,0.48137119319485056,57.66081773341618,1.3797230207672069,22.279616044227165,45.539782198724076,12.052701702422917
1021,2024-01-01 00:34:00,2.424209918727356,51.07417769822856,-1.530498903830046,4.001263059889606,38.434216028358925,10.3035318977161
1252,2024-01-01 00:35:00,-1.0789129954293684,85.65403067208564,4.988911609512714,30.170563129671535,32.15842567856952,4.858111653316629
1747,2024-01-01 00:36:00,1.021523856266155,56.09312029500767,2.4831461872013074,16.378062253868485,30.23542314488262,7.853329085537799
1856,2024-01-01 00:37:00,-1.872578467209501,68.29156196047903,6.820906689443634,39.640272470421074,22.736281331485568,6.121219414470381
1560,2024-01-01 00:38:00,0.7487723923123513,91.64160963046609,-0.30907825899058317,-3.8692676415397456,7.31268048630721,6.696408185891189
1474,2024-01-01 00:39:00,-0.9812978890949391,89.2986898287138,2.5839252318855657,3.537362928390632,38.96404659517544,9.915802095342835
